url,title,year,location,date,sale_number,artist,title,medium,size,signage,provenance,condition,price,url,auctionUrl
https://www.menziesartbrands.com/items/21918,A Point of Order (New Worlds from Old Power),2025,,09 April 2025,,DANIE MELLOR born 1971,A Point of Order (New Worlds from Old Power),"pastel, pencil, Swarovski crystals, glitter and wash on paper",166.0 x 210.0 cm (framed),,,,"$55,000",https://www.menziesartbrands.com/items/21918,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21919,Kelly in Drag,2025,,09 April 2025,,ADAM CULLEN (1965-2012),Kelly in Drag,synthetic polymer paint on canvas,183.0 x 183.0 cm,,,,"$47,000",https://www.menziesartbrands.com/items/21919,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21921,The Edge of the World - Lake Eyre,2025,,09 April 2025,,JOHN OLSEN (1928-2023),The Edge of the World - Lake Eyre,"watercolour, gouache and pastel on paper",160.0 x 121.0 cm; 180.0 x 140.0 cm (framed),,,,"$75,000",https://www.menziesartbrands.com/items/21921,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21922,Frutta Mista del Mare,2025,,09 April 2025,,JOHN OLSEN (1928-2023),Frutta Mista del Mare,"watercolour, ink and pastel on paper",99.5 x 94.5 cm; 112.5 x 105.5 cm (framed),,,,"$70,000",https://www.menziesartbrands.com/items/21922,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21923,Awelye,2025,,09 April 2025,,EMILY KAME KNGWARREYE (c1910-1996),Awelye,synthetic polymer paint on canvas,117.0 x 532.0 cm,,,,"$480,000",https://www.menziesartbrands.com/items/21923,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21924,Sampler: Formal,2025,,09 April 2025,,HOWARD ARKLEY (1951-1999),Sampler: Formal,synthetic polymer paint on canvas,150.0 x 120.0 cm; 153.0 x 123.0 cm (framed),,,,"$290,000",https://www.menziesartbrands.com/items/21924,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21925,Suburban Landscape,2025,,09 April 2025,,HOWARD ARKLEY & CHRISTINE JOHNSON (1951-1999) & born 1958,Suburban Landscape,synthetic polymer paint on canvas,160.0 x 120.0 cm; 164.0 x 124.0 cm (framed),,,,"$120,000",https://www.menziesartbrands.com/items/21925,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21926,Beechmont Hay and Goat Shed,2025,,09 April 2025,,WILLIAM ROBINSON born 1936,Beechmont Hay and Goat Shed,oil on canvas,60.5 x 78.0 cm; 64.0 x 81.0 cm (framed),,,,"$95,000",https://www.menziesartbrands.com/items/21926,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21927,Early Morning Interior I,2025,,09 April 2025,,MARGARET OLLEY (1923-2011),Early Morning Interior I,oil on board,90.0 x 120.0 cm; 104.5 x 134.0 cm (framed),,,,"$95,000",https://www.menziesartbrands.com/items/21927,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21928,"Flame Trees, Horse's Skull, Black River",2025,,09 April 2025,,ARTHUR BOYD (1920-1999),"Flame Trees, Horse's Skull, Black River",oil on linen,200.0 x 245.5 cm; 203.5 x 248.5 cm (framed),,,,"$180,000",https://www.menziesartbrands.com/items/21928,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21929,Untitled Red Painting III,2025,,09 April 2025,,BRETT WHITELEY (1939-1992),Untitled Red Painting III,oil and collage on board,122.0 x 122.0 cm; 125.0 x 125.0 cm (framed),,,,"$950,000",https://www.menziesartbrands.com/items/21929,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21930,Untitled Black Painting,2025,,09 April 2025,,BRETT WHITELEY (1939-1992),Untitled Black Painting,"oil, tempera and collage on canvas and board",105.0 x 173.0 cm; 108.0 x 176.5 cm (framed),,,,"$280,000",https://www.menziesartbrands.com/items/21930,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21931,"Jinker on the Sandbank, Shoalhaven",2025,,09 April 2025,,ARTHUR BOYD (1920-1999),"Jinker on the Sandbank, Shoalhaven",oil on canvas,121.5 x 151.5 cm; 136.0 x 166.0 cm (framed),,,,"$120,000",https://www.menziesartbrands.com/items/21931,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21933,Sheep Country,2025,,09 April 2025,,TOM ROBERTS (1856-1931),Sheep Country,oil on canvas on board,33.0 x 44.0 cm; 53.0 x 63.0 cm (framed),,,,"$110,000",https://www.menziesartbrands.com/items/21933,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21934,Blue and Gold,2025,,09 April 2025,,ARTHUR STREETON (1867-1943),Blue and Gold,oil on canvas,53.5 x 87.5 cm; 73.0 x 106.0 cm (framed),,,,"$140,000",https://www.menziesartbrands.com/items/21934,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21935,Roses in Ginger Jar,2025,,09 April 2025,,ARTHUR STREETON (1867-1943),Roses in Ginger Jar,oil on canvas,60.5 x 50.5 cm; 78.0 x 68.0 cm (framed),,,,"$55,000",https://www.menziesartbrands.com/items/21935,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21936,Landscape with Hay Wagon,2025,,09 April 2025,,W.B. McINNES (1889-1939),Landscape with Hay Wagon,oil on canvas,51.0 x 61.5 cm; 77.0 x 86.5 cm (framed),,,,"$60,000",https://www.menziesartbrands.com/items/21936,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21937,Melbourne Botanic Gardens,2025,,09 April 2025,,RUPERT BUNNY (1864-1947),Melbourne Botanic Gardens,oil on canvas,44.0 x 59.5 cm; 61.0 x 76.0 cm (framed),,,,"$40,000",https://www.menziesartbrands.com/items/21937,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21938,The Dancer,2025,,09 April 2025,,NORMAN LINDSAY (1879-1969),The Dancer,oil on canvas,90.0 x 70.0 cm; 112.0 x 90.5 cm (framed),,,,"$150,000",https://www.menziesartbrands.com/items/21938,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21939,The Hours,2025,,09 April 2025,,RUPERT BUNNY (1864-1947),The Hours,oil on canvas,93.0 x 131.0 cm; 113.0 x 153.0 cm (framed),,,,"$300,000",https://www.menziesartbrands.com/items/21939,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21941,Portrait of Rose (Black Hat),2025,,09 April 2025,,NORMAN LINDSAY (1879-1969),Portrait of Rose (Black Hat),oil on board,51.0 x 41.0 cm; 65.5 x 55.0 cm (framed),,,,"$40,000",https://www.menziesartbrands.com/items/21941,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21942,Reclining,2025,,09 April 2025,,NORMAN LINDSAY (1879-1969),Reclining,oil on canvas,58.5 x 73.5 cm; 85.0 x 100.5 cm (framed),,,,"$38,000",https://www.menziesartbrands.com/items/21942,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21943,Portrait of W.S. Robinson,2025,,09 April 2025,,WILLIAM DOBELL (1899-1970),Portrait of W.S. Robinson,oil on board,82.5 x 74.5 cm; 99.0 x 91.5 cm (framed),,,,"$55,000",https://www.menziesartbrands.com/items/21943,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21944,Portrait of Dottie Konstam,2025,,09 April 2025,,"ALFRED WOLMARK (1877-1961, British)",Portrait of Dottie Konstam,oil on canvas,113.0 x 87.5 cm; 141.5 x 116.0 cm (framed),,,,"$90,000",https://www.menziesartbrands.com/items/21944,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21946,Breton Fisherman,2025,,09 April 2025,,"ALFRED WOLMARK (1877-1961, British)",Breton Fisherman,oil on canvas-board,46.0 x 38.0 cm; 74.0 x 66.5 cm (framed),,,,"$19,000",https://www.menziesartbrands.com/items/21946,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21947,"Sketch for Flatiron Building, New York",2025,,09 April 2025,,"ALFRED WOLMARK (1877-1961, British)","Sketch for Flatiron Building, New York",oil on canvas-board,39.0 x 29.5 cm; 41.5 x 32.0 cm (framed),,,,"$4,200",https://www.menziesartbrands.com/items/21947,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21948,Kata Tjuta (The Olgas),2025,,09 April 2025,,TOMMY WATSON (c1935-2017),Kata Tjuta (The Olgas),synthetic polymer paint on Belgian linen,160.0 x 200.0 cm; 163.5 x 203.0 cm (framed),,,,"$70,000",https://www.menziesartbrands.com/items/21948,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21949,Land around Turkey Creek,2025,,09 April 2025,,ROVER THOMAS (JULAMA) (c1926-1998),Land around Turkey Creek,natural earth pigments and bush gum on board,61.0 x 91.0 cm,,,,"$65,000",https://www.menziesartbrands.com/items/21949,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21951,Crossroads,2025,,09 April 2025,,ROVER THOMAS (JULAMA) (c1926-1998),Crossroads,natural earth pigments and synthetic binder on linen,91.0 x 120.5 cm; 93.5 x 123.5 cm (framed),,,,"$75,000",https://www.menziesartbrands.com/items/21951,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21952,(Untitled),2025,,09 April 2025,,NAATA NUNGURRAYI born c1932,(Untitled),synthetic polymer paint on linen,153.0 x 183.0 cm,,,,"$36,000",https://www.menziesartbrands.com/items/21952,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21953,Tali,2025,,09 April 2025,,YUKULTJI NAPANGATI born 1971,Tali,synthetic polymer paint on linen,198.0 x 121.0 cm; 201.0 x 124.0 cm (framed),,,,"$17,000",https://www.menziesartbrands.com/items/21953,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21954,My Country,2025,,09 April 2025,,EMILY KAME KNGWARREYE (c1910-1996),My Country,synthetic polymer paint on linen,120.0 x 61.0 cm,,,,"$26,000",https://www.menziesartbrands.com/items/21954,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21956,Karlangu Digging Stick Dreaming,2025,,09 April 2025,,MAGGIE WATSON NAPANGARDI (1921-2004),Karlangu Digging Stick Dreaming,synthetic polymer paint on canvas,152.5 x 76.0 cm; 157.5 x 81.5 cm (framed),,,,"$15,000",https://www.menziesartbrands.com/items/21956,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21957,Kungkarangkalpa Tjukurpa (Seven Sisters Dreaming),2025,,09 April 2025,,TJUNGKARA KEN born 1969,Kungkarangkalpa Tjukurpa (Seven Sisters Dreaming),synthetic polymer paint on linen,167.5 x 227.5 cm,,,,"$18,000",https://www.menziesartbrands.com/items/21957,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21958,Rock Wall,2025,,09 April 2025,,NEIL FRAZER born 1961,Rock Wall,synthetic polymer paint on canvas,50.5 x 50.0 cm; 52.5 x 52.5 cm (framed),,,,"$6,000",https://www.menziesartbrands.com/items/21958,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21960,Recruit #9,2025,,09 April 2025,,MICHAEL PECK born 1977,Recruit #9,oil on linen,198.5 x 198.5 cm,,,,"$12,000",https://www.menziesartbrands.com/items/21960,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21962,There's No Such Thing as - The Middle of Nowhere,2025,,09 April 2025,,BLAK DOUGLAS (ADAM HILL) born 1970,There's No Such Thing as - The Middle of Nowhere,synthetic polymer paint on canvas,120.5 x 99.5 cm,,,,"$6,000",https://www.menziesartbrands.com/items/21962,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21963,Howdy,2025,,09 April 2025,,JIM THALASSOUDIS born 1962,Howdy,oil on linen,167.0 x 167.0 cm; 170.0 x 170.0 cm (framed),,,,"$8,000",https://www.menziesartbrands.com/items/21963,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21966,Untitled,2025,,09 April 2025,,DALE FRANK born 1959,Untitled,varnish on linen on board,76.0 x 61.5 cm; 88.0 x 74.0 cm (framed),,,,"$12,000",https://www.menziesartbrands.com/items/21966,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21967,Summer Haze (Text of Light series),2025,,09 April 2025,,ROBERT OWEN born 1937,Summer Haze (Text of Light series),synthetic polymer paint on linen,122.0 x 122.0 cm,,,,"$37,000",https://www.menziesartbrands.com/items/21967,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21968,Catalan,2025,,09 April 2025,,ROBERT JACKS (1943-2014),Catalan,oil on linen,152.5 x 122.0 cm,,,,"$7,000",https://www.menziesartbrands.com/items/21968,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21969,Untitled (Profile of Light),2025,,09 April 2025,,RICHARD DUNN (1944-2024),Untitled (Profile of Light),synthetic polymer paint on canvas,179.5 x 135.0 cm; 181.0 x 136.0 cm (framed),,,,"$11,000",https://www.menziesartbrands.com/items/21969,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21970,Boy Becoming Man (Without Understanding Death (2)),2025,,09 April 2025,,DEL KATHRYN BARTON born 1972,Boy Becoming Man (Without Understanding Death (2)),"watercolour, pen and fabric on paper",79.5 x 60.5 cm (irreg.); 100.0 x 78.0 cm (framed),,,,"$14,000",https://www.menziesartbrands.com/items/21970,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21973,Northern Territory,2025,,09 April 2025,,ANN THOMSON born 1933,Northern Territory,oil on board (diptych),244.0 x 122.0 cm (each); 244.0 x 244.0 cm (overall),,,,"$19,000",https://www.menziesartbrands.com/items/21973,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21975,"Sail Boat on Sand, West Wittering",2025,,09 April 2025,,FRED WILLIAMS (1927-1982),"Sail Boat on Sand, West Wittering",watercolour and gouache on paper on board,56.0 x 76.0 cm; 70.0 x 91.0 cm (framed),,,,"$15,000",https://www.menziesartbrands.com/items/21975,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21976,Yellow Ship,2025,,09 April 2025,,JOHN PERCEVAL (1923-2000),Yellow Ship,oil on canvas,31.0 x 40.0 cm; 47.5 x 57.0 cm (framed),,,,"$15,000",https://www.menziesartbrands.com/items/21976,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21977,Shoalhaven Reflections,2025,,09 April 2025,,ARTHUR BOYD (1920-1999),Shoalhaven Reflections,oil on board,30.0 x 22.0 cm; 65.5 x 58.0 cm (framed),,,,"$42,000",https://www.menziesartbrands.com/items/21977,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21978,The Mantle,2025,,09 April 2025,,MARGARET OLLEY (1923-2011),The Mantle,oil on board,52.0 x 59.5 cm; 65.0 x 73.0 cm (framed),,,,"$26,000",https://www.menziesartbrands.com/items/21978,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21979,"A Chance Meeting, Sydney Terraces",2025,,09 April 2025,,SALI HERMAN (1898-1993),"A Chance Meeting, Sydney Terraces",oil on canvas,92.0 x 92.0 cm; 110.0 x 110.0 cm (framed),,,,"$25,000",https://www.menziesartbrands.com/items/21979,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21980,"Jonas' Fruit Shop (Collins Street, Melbourne)",2025,,09 April 2025,,DORA WILSON (1883-1946),"Jonas' Fruit Shop (Collins Street, Melbourne)",oil on canvas on board,36.0 x 28.0 cm; 41.0 x 33.0 cm (framed),,,,"$14,000",https://www.menziesartbrands.com/items/21980,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21981,Kings Cross,2025,,09 April 2025,,WILLIAM DOBELL (1899-1970),Kings Cross,oil on board,33.0 x 47.0 cm; 57.0 x 69.0 cm (framed),,,,"$26,000",https://www.menziesartbrands.com/items/21981,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21982,Simplicity,2025,,09 April 2025,,JANET CUMBRAE-STEWART (1883-1960),Simplicity,pastel on paper,41.0 x 25.0 cm; 50.0 x 35.0 cm (framed),,,,"$15,000",https://www.menziesartbrands.com/items/21982,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21983,Self Portrait,2025,,09 April 2025,,NORMAN LINDSAY (1879-1969),Self Portrait,oil on canvas,43.5 x 38.5 cm; 59.5 x 54.5 cm (framed),,,,"$20,000",https://www.menziesartbrands.com/items/21983,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21984,Queen Rose in her Rosebud Garden of Girls,2025,,09 April 2025,,PORTIA GEACH (1873-1959),Queen Rose in her Rosebud Garden of Girls,oil on canvas on board,26.0 x 32.0 cm; 47.0 x 53.5 cm (framed),,,,"$8,000",https://www.menziesartbrands.com/items/21984,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21986,Neutral Bay,2025,,09 April 2025,,JAMES R. JACKSON (1882-1975),Neutral Bay,oil on canvas on board,51.5 x 61.5 cm; 70.0 x 79.5 cm (framed),,,,"$5,500",https://www.menziesartbrands.com/items/21986,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21987,Moonlight Impression,2025,,09 April 2025,,ARTHUR STREETON (1867-1943),Moonlight Impression,oil on canvas on board,44.5 x 54.5 cm; 63.0 x 71.0 cm (framed),,,,"$30,000",https://www.menziesartbrands.com/items/21987,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21990,"(Shipwreck, Northwest Coast of England)",2025,,09 April 2025,,HAUGHTON FORREST (1826-1925),"(Shipwreck, Northwest Coast of England)",oil on board,29.5 x 45.0 cm; 42.5 x 58.5 cm (framed),,,,"$7,000",https://www.menziesartbrands.com/items/21990,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21992,"At Schnapper Point, Victoria",2025,,09 April 2025,,JAMES ALFRED TURNER (1850-1908),"At Schnapper Point, Victoria",oil on canvas,31.0 x 71.5 cm (irreg.); 54.5 x 95.0 cm (framed),,,,"$20,000",https://www.menziesartbrands.com/items/21992,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21993,A Day's Muster,2025,,09 April 2025,,JAMES ALFRED TURNER (1850-1908),A Day's Muster,oil on canvas,30.5 x 46.0 cm; 53.5 x 68.5 cm (framed),,,,"$12,000",https://www.menziesartbrands.com/items/21993,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21994,Out of Danger,2025,,09 April 2025,,JAMES ALFRED TURNER (1850-1908),Out of Danger,oil on canvas,48.0 x 33.0 cm; 66.0 x 52.0 cm (framed),,,,"$19,000",https://www.menziesartbrands.com/items/21994,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21995,Durham Cathedral from the North Side of the River Wear,2025,,09 April 2025,,JOHN GLOVER (1767-1849),Durham Cathedral from the North Side of the River Wear,watercolour on paper,41.0 x 57.5 cm; 72.0 x 87.0 cm (framed),,,,"$3,600",https://www.menziesartbrands.com/items/21995,https://www.menziesartbrands.com/catalogue-details/25APR
https://www.menziesartbrands.com/items/21996,(Windsor Castle),2025,,09 April 2025,,JOHN GLOVER (1767-1849),(Windsor Castle),watercolour on paper,26.0 x 39.5 cm; 64.0 x 76.0 cm (framed),,,,"$8,500",https://www.menziesartbrands.com/items/21996,https://www.menziesartbrands.com/catalogue-details/25APR
